PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,TEAM_ID
1629718,00,,49,3,407,31,111,0.279279279279,11,49,0.224489795918,23,25,0.92,20,35,55,17,16,10,16,45,96,0.0
1629232,00,0,1,0,7.0,0,4,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,
1631197,00,,45,2,669,92,197,0.467005076142,29,90,0.322222222222,33,39,0.846153846153,28,84,112,34,17,16,19,71,246,0.0
1630225,00,,18,1,135,10,45,0.222222222222,5,26,0.192307692307,4,8,0.5,5,19,24,8,5,2,6,8,29,0.0
1630177,00,,177,64,3752,467,1255,0.372111553784,182,588,0.309523809523,257,324,0.793209876543,63,426,489,518,131,34,283,275,1373,0.0
1630286,00,0,2,0,11.0,3,6,0.5,0,1,0.0,0,0,0.0,1,1,2,0,1,1,0,2,6,
1642274,00,,73,67,1955,269,492,0.546747967479,0,1,0.0,127,204,0.622549019607,255,346,601,99,37,98,82,145,665,0.0
1641722,00,,123,19,2481,381,1012,0.376482213438,219,630,0.347619047619,147,178,0.825842696629,54,252,306,136,49,30,98,123,1128,0.0
1630259,00,,6,0,21,4,7,0.571428571428,2,3,0.666666666666,2,2,1.0,0,2,2,2,0,0,1,0,12,0.0
1641810,00,,44,6,659,113,248,0.45564516129,51,129,0.395348837209,28,35,0.8,18,45,63,39,21,4,30,40,305,0.0
1631167,00,0,1,0,3.0,2,5,0.4,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,0,4,
1631160,00,0,9,0,83.0,9,28,0.321428,3,15,0.2,7,9,0.777777,3,9,12,11,1,0,7,6,28,
1631255,00,,42,7,790,135,235,0.574468085106,21,66,0.318181818181,34,44,0.772727272727,64,145,209,46,22,41,43,106,325,0.0
1631232,00,,14,6,331,53,109,0.48623853211,14,43,0.325581395348,22,30,0.733333333333,12,46,58,13,10,10,12,30,142,0.0
1630622,00,0,1,0,3.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
1626178,00,,305,154,6760,1004,2238,0.448614834673,44,208,0.211538461538,708,963,0.735202492211,440,1244,1684,579,278,162,392,620,2760,0.0
1627785,00,,89,26,1823,244,594,0.410774410774,51,167,0.305389221556,104,132,0.787878787878,36,174,210,212,50,38,166,198,643,0.0
203915,00,,621,345,17221,2625,6335,0.414364640883,967,2900,0.333448275862,1861,2337,0.796320068463,254,1597,1851,3153,448,167,1007,1345,8078,0.0
203462,00,,165,15,2395,367,856,0.428738317757,45,191,0.23560209424,261,373,0.699731903485,86,245,331,206,69,38,206,192,1040,0.0
1628386,00,,568,503,16020,2912,4542,0.641127256715,19,116,0.163793103448,1445,2030,0.711822660098,1619,3620,5239,948,371,703,767,1113,7288,0.0
1631099,00,,233,231,7580,1161,2577,0.450523864959,543,1461,0.371663244353,225,277,0.812274368231,341,957,1298,336,201,170,184,553,3090,0.0
1631165,00,,153,49,2997,341,712,0.478932584269,215,501,0.429141716566,103,128,0.8046875,96,248,344,211,177,93,109,298,1000,0.0
1630278,00,0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
1630253,00,,18,0,157,13,33,0.393939393939,5,22,0.227272727272,8,8,1.0,6,13,19,4,2,3,4,8,39,0.0
1631172,00,,109,2,1338,179,422,0.424170616113,70,239,0.292887029288,40,55,0.727272727272,47,190,237,114,39,19,63,97,468,0.0
1631119,00,,165,46,2595,294,683,0.430453879941,160,410,0.390243902439,94,125,0.752,128,609,737,306,78,68,106,288,842,0.0
1631096,00,,114,114,3289,672,1294,0.519319938176,173,465,0.372043010752,319,409,0.779951100244,177,728,905,263,76,261,187,269,1836,0.0
1631114,00,,215,202,6735,1515,2955,0.512690355329,300,786,0.381679389312,571,711,0.803094233473,180,808,988,924,294,126,396,524,3901,0.0
1630544,00,,181,59,3856,643,1566,0.410600255427,250,715,0.34965034965,171,217,0.788018433179,84,429,513,415,145,30,223,273,1707,0.0
1630598,00,,274,79,5478,909,1805,0.503601108033,282,725,0.388965517241,251,316,0.794303797468,260,609,869,368,185,62,234,395,2351,0.0
1630647,00,,87,6,1056,184,400,0.46,39,137,0.284671532846,85,128,0.6640625,80,123,203,65,55,8,55,155,492,0.0
1630322,00,,156,10,2054,282,706,0.399433427762,212,579,0.366148531951,30,38,0.78947368421,49,249,298,128,65,37,48,158,806,0.0
1630249,00,,138,38,2549,279,600,0.465,155,393,0.394402035623,57,75,0.76,57,278,335,271,73,41,104,235,770,0.0
1630581,00,,280,279,8195,1593,3433,0.464025633556,319,968,0.329545454545,437,572,0.763986013986,484,1616,2100,1703,243,140,752,464,3942,0.0
1630197,00,,168,65,3429,482,1234,0.39059967585,171,563,0.303730017761,118,168,0.70238095238,165,613,778,327,94,136,255,226,1253,0.0
1630526,00,,197,66,3474,447,1014,0.440828402366,164,479,0.342379958246,133,167,0.796407185628,279,566,845,201,102,37,125,249,1191,0.0
1630194,00,,260,28,3262,551,1005,0.548258706467,32,105,0.304761904761,141,200,0.705,419,607,1026,208,195,187,160,482,1275,0.0
1630196,00,0,3,0,9.0,1,2,0.5,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,1,3,
1630198,00,,321,29,5436,815,1891,0.430988894764,584,1454,0.401650618982,220,263,0.83650190114,112,531,643,361,168,46,154,386,2434,0.0
1628412,00,,103,3,1616,247,624,0.395833333333,53,176,0.301136363636,148,196,0.755102040816,44,160,204,272,55,15,117,124,695,0.0
1630565,00,0,6,0,17.0,1,5,0.2,0,1,0.0,0,0,0.0,0,1,1,0,0,2,2,2,2,
1630227,00,,99,7,1238,117,329,0.355623100303,53,184,0.28804347826,44,74,0.594594594594,26,112,138,181,51,7,121,83,331,0.0
1630296,00,,37,0,277,41,94,0.436170212765,8,27,0.296296296296,18,29,0.620689655172,17,54,71,20,14,12,13,31,108,0.0
1629646,00,,113,3,1256,214,339,0.631268436578,3,13,0.230769230769,57,88,0.647727272727,176,307,483,93,43,97,87,187,488,0.0
1630178,00,,318,245,10187,2235,4847,0.461109964926,696,1828,0.380743982494,1036,1196,0.866220735785,111,841,952,1403,290,107,449,634,6202,0.0
1629641,00,,141,32,2267,253,589,0.429541595925,55,191,0.287958115183,89,135,0.659259259259,114,184,298,97,60,42,67,171,650,0.0
1630174,00,,288,148,6175,909,1964,0.46283095723,410,1066,0.384615384615,342,413,0.82808716707,205,741,946,305,190,114,230,747,2570,0.0
1628981,00,,220,21,2325,351,646,0.54334365325,6,49,0.122448979591,164,251,0.653386454183,235,477,712,161,58,102,160,362,872,0.0
1630573,00,,256,40,4729,666,1478,0.450608930987,522,1243,0.419951729686,40,47,0.851063829787,129,604,733,227,111,61,87,292,1894,0.0
1630202,00,,347,17,7008,1151,2537,0.453685455262,661,1655,0.399395770392,190,222,0.855855855855,262,690,952,883,185,36,278,426,3153,0.0
1629712,00,,12,1,185,15,46,0.326086956521,11,31,0.354838709677,2,2,1.0,6,14,20,8,4,2,8,18,43,0.0
1629637,00,,367,87,6020,967,1491,0.648558014755,30,115,0.260869565217,530,761,0.696452036793,490,953,1443,259,169,247,263,743,2494,0.0
1629638,00,0,381,68,7942.0,1180,2853,0.413599,560,1554,0.36036,338,455,0.742857,163,785,948,882,256,150,446,618,3258,
1641774,00,,45,5,665,149,309,0.482200647249,48,138,0.347826086956,69,89,0.775280898876,32,134,166,52,16,30,52,85,415,0.0
1631495,00,,2,0,4,2,5,0.4,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,4,0.0
1631245,00,,40,7,526,77,165,0.466666666666,16,52,0.307692307692,50,64,0.78125,16,40,56,70,26,6,20,54,220,0.0
1631262,00,,19,0,149,29,64,0.453125,11,29,0.379310344827,5,9,0.555555555555,10,16,26,16,3,1,8,14,74,0.0
1631116,00,,93,7,826,121,299,0.404682274247,76,204,0.372549019607,25,38,0.657894736842,23,165,188,43,27,21,35,77,343,0.0
1641645,00,,10,1,125,17,28,0.607142857142,0,1,0.0,4,10,0.4,16,22,38,6,6,4,8,13,38,0.0
1641731,00,,122,74,3662,451,1056,0.427083333333,127,409,0.310513447432,230,316,0.727848101265,147,403,550,309,135,89,212,276,1259,0.0
1631098,00,,112,11,1277,160,403,0.397022332506,38,139,0.273381294964,37,66,0.560606060606,38,137,175,71,43,24,37,123,395,0.0
1631157,00,,81,19,959,153,318,0.481132075471,55,133,0.413533834586,55,68,0.808823529411,26,107,133,124,53,21,77,106,416,0.0
1631207,00,,170,7,1881,221,497,0.444668008048,61,205,0.297560975609,88,133,0.661654135338,79,195,274,200,82,38,93,219,591,0.0
1641763,00,,119,5,1445,160,364,0.43956043956,62,191,0.324607329842,73,95,0.768421052631,79,126,205,52,45,27,37,148,455,0.0
1641766,00,,13,0,87,18,34,0.529411764705,0,0,0.0,8,12,0.666666666666,24,18,42,1,1,0,6,6,44,0.0
1630268,00,,7,0,26,2,7,0.285714285714,2,7,0.285714285714,3,3,1.0,1,0,1,1,0,1,1,1,9,0.0
1629007,00,,37,5,413,48,119,0.403361344537,23,68,0.338235294117,18,23,0.782608695652,30,66,96,61,23,21,28,47,137,0.0
1630929,00,,4,0,29,4,10,0.4,2,6,0.333333333333,1,2,0.5,1,3,4,4,2,1,2,6,11,0.0
1630187,00,,33,0,188,25,58,0.431034482758,1,6,0.166666666666,12,17,0.705882352941,22,31,53,10,4,9,9,25,63,0.0
1631220,00,,11,0,66,6,18,0.333333333333,1,2,0.5,5,6,0.833333333333,2,6,8,5,2,1,0,5,18,0.0
1630604,00,,20,0,75,9,21,0.428571428571,3,15,0.2,4,4,1.0,3,11,14,4,3,3,4,13,25,0.0
1630700,00,,196,103,4971,681,1442,0.472260748959,149,456,0.326754385964,143,233,0.613733905579,222,651,873,631,357,91,271,375,1654,0.0
1641857,00,,13,0,56,2,8,0.25,0,2,0.0,5,10,0.5,7,5,12,2,2,2,6,9,9,0.0
1631311,00,,54,0,595,89,224,0.397321428571,47,136,0.345588235294,35,48,0.729166666666,26,68,94,62,10,4,36,62,260,0.0
1630611,00,,79,2,953,110,234,0.470085470085,44,130,0.338461538461,45,59,0.762711864406,89,132,221,94,29,12,49,114,309,0.0
1641764,00,,138,61,3684,551,1226,0.44942903752,205,543,0.37753222836,122,174,0.701149425287,183,569,752,493,130,27,163,217,1429,0.0
1641879,00,,2,0,16,1,3,0.333333333333,0,0,0.0,0,0,0.0,2,1,3,4,2,0,0,5,2,0.0
1631218,00,,130,53,2097,407,634,0.641955835962,0,4,0.0,133,234,0.568376068376,257,395,652,186,52,114,94,181,947,0.0
1629617,00,,36,1,397,72,157,0.458598726114,7,37,0.189189189189,19,28,0.678571428571,42,78,120,26,15,12,26,73,170,0.0
1628591,00,0,3,0,19.0,3,4,0.75,0,1,0.0,0,0,0.0,0,0,0,1,4,0,1,7,6,
201814,00,,111,13,1503,236,544,0.433823529411,48,141,0.340425531914,125,178,0.702247191011,55,163,218,103,47,10,100,133,645,0.0
201821,00,0,2,0,5.0,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,
201043,00,,74,2,437,52,122,0.426229508196,0,0,0.0,36,66,0.545454545454,27,77,104,7,13,7,30,100,140,0.0
201952,00,,826,600,22163,3548,7984,0.444388777555,708,1967,0.35993899339,2257,2673,0.844369622147,274,1715,1989,4585,936,277,1803,1542,10061,0.0
2739,00,,73,3,724,84,235,0.35744680851,32,89,0.359550561797,52,71,0.732394366197,27,62,89,58,24,3,49,71,252,0.0
200788,00,,27,0,156,19,37,0.513513513513,0,0,0.0,4,8,0.5,17,16,33,4,5,2,6,20,42,0.0
201176,00,,52,2,432,68,160,0.425,0,0,0.0,26,45,0.577777777777,31,65,96,14,9,18,22,58,162,0.0
202377,00,,3,0,20,2,6,0.333333333333,0,1,0.0,3,3,1.0,2,1,3,2,1,0,3,1,7,0.0
202087,00,,417,213,9069,1001,2309,0.433521004763,186,572,0.325174825174,566,751,0.753661784287,389,971,1360,441,379,101,447,792,2754,0.0
201208,00,,14,0,168,12,29,0.413793103448,0,0,0.0,11,23,0.478260869565,13,26,39,3,7,6,15,22,35,0.0
201286,00,0,4,0,39.0,7,12,0.583333,0,0,0.0,1,2,0.5,5,5,10,0,1,2,3,6,15,
201291,00,0,15,0,119.0,11,35,0.314285,4,15,0.266666,1,3,0.333333,1,8,9,22,8,0,7,11,27,
201971,00,,424,179,7054,1242,2371,0.52382960776,0,9,0.0,381,627,0.607655502392,810,1343,2153,349,316,127,471,1003,2865,0.0
201612,00,,62,0,472,64,125,0.512,2,12,0.166666666666,19,37,0.513513513513,24,53,77,29,10,16,23,48,149,0.0
202066,00,,771,289,15462,1635,4090,0.399755501222,720,2105,0.342042755344,592,795,0.74465408805,318,1393,1711,1260,610,241,668,1364,4582,0.0
202329,00,,711,445,17698,1948,4641,0.419737125619,543,1634,0.332313341493,911,1221,0.746109746109,982,3298,4280,879,678,397,863,1302,5350,0.0
201599,00,,1111,791,27867,3856,5725,0.673537117903,2,13,0.153846153846,1769,3728,0.474517167381,3191,7594,10785,1045,571,1567,1442,2684,9483,0.0
202378,00,,19,0,133,13,35,0.371428571428,5,15,0.333333333333,6,8,0.75,1,11,12,27,6,0,8,16,37,0.0
202339,00,,756,568,21020,3689,8169,0.451585261353,854,2545,0.335559921414,2116,2698,0.7842846553,570,2367,2937,3545,1028,344,1888,1493,10348,0.0
201234,00,,23,0,169,20,52,0.384615384615,1,3,0.333333333333,18,19,0.947368421052,5,15,20,15,2,1,11,26,59,0.0
200978,00,,45,1,244,33,99,0.333333333333,15,39,0.384615384615,5,8,0.625,3,22,25,5,4,0,10,21,86,0.0
201933,00,,765,692,24385,5419,10988,0.493174372042,538,1639,0.328248932275,3137,4508,0.695874001774,1487,4622,6109,3055,626,359,1732,2058,14513,0.0
201949,00,,786,243,15561,2311,4881,0.473468551526,381,1271,0.299763965381,827,1220,0.677868852459,605,2111,2716,1610,581,655,1048,1749,5830,0.0
201181,00,,70,3,780,56,116,0.482758620689,0,0,0.0,23,38,0.605263157894,71,123,194,25,18,16,38,133,135,0.0
101249,00,,242,8,2926,454,1185,0.383122362869,163,474,0.34388185654,76,99,0.767676767676,57,180,237,362,88,2,128,195,1147,0.0
201165,00,,38,1,360,43,113,0.380530973451,7,24,0.291666666666,26,35,0.742857142857,10,36,46,12,12,4,19,42,119,0.0
201570,00,,67,0,745,103,251,0.410358565737,16,47,0.340425531914,60,86,0.697674418604,46,74,120,44,16,30,52,116,282,0.0
202077,00,,6,0,36,3,11,0.272727272727,1,2,0.5,2,2,1.0,0,3,3,2,3,1,5,5,9,0.0
201634,00,,13,5,170,24,54,0.444444444444,0,3,0.0,5,14,0.357142857142,6,18,24,13,9,2,15,24,53,0.0
101194,00,,65,1,590,102,255,0.4,52,146,0.356164383561,9,10,0.9,8,41,49,35,23,1,24,51,265,0.0
2669,00,,151,27,2109,239,574,0.41637630662,32,105,0.304761904761,72,103,0.699029126213,159,334,493,65,84,63,100,271,582,0.0
201959,00,,1002,461,23070,3478,6728,0.516944114149,55,207,0.265700483091,1386,1947,0.711864406779,2133,3594,5727,946,530,964,1045,2425,8397,0.0
201192,00,,17,0,73,7,25,0.28,2,11,0.181818181818,11,12,0.916666666666,0,10,10,11,2,0,9,5,27,0.0
201941,00,,409,120,7691,1357,2733,0.496523966337,3,22,0.136363636363,515,737,0.698778833107,879,1510,2389,322,150,272,426,875,3232,0.0
2401,00,,172,16,1945,190,626,0.303514376996,43,183,0.234972677595,84,115,0.730434782608,109,198,307,114,46,50,126,227,507,0.0
101165,00,,30,0,234,34,92,0.369565217391,8,25,0.32,5,10,0.5,9,20,29,16,6,4,11,13,81,0.0
201962,00,,394,65,7509,1093,2705,0.404066543438,444,1256,0.353503184713,379,460,0.823913043478,213,662,875,889,349,30,410,775,3009,0.0
201621,00,,2,0,22,3,10,0.3,1,4,0.25,2,2,1.0,1,3,4,1,1,0,0,2,9,0.0
201336,00,,19,0,226,21,77,0.272727272727,14,47,0.297872340425,32,33,0.969696969696,1,21,22,22,7,0,22,27,88,0.0
201607,00,,7,0,19,0,5,0.0,0,2,0.0,3,4,0.75,1,1,2,2,0,1,1,1,3,0.0
101117,00,,34,0,167,13,46,0.282608695652,3,12,0.25,10,16,0.625,6,10,16,13,6,0,7,11,39,0.0
200786,00,,68,0,791,65,177,0.367231638418,17,53,0.320754716981,37,43,0.860465116279,42,81,123,65,25,9,40,77,184,0.0
200754,00,,47,3,259,35,82,0.426829268292,0,0,0.0,33,56,0.589285714285,28,47,75,1,4,22,15,44,103,0.0
1631121,00,,118,21,1700,185,446,0.414798206278,60,186,0.322580645161,131,171,0.766081871345,39,159,198,107,37,16,77,125,561,0.0
1630550,00,,185,11,2260,224,535,0.418691588785,80,252,0.31746031746,71,109,0.651376146788,110,279,389,90,49,70,78,169,599,0.0
1631109,00,,106,77,2507,528,849,0.621908127208,0,4,0.0,244,324,0.753086419753,301,634,935,149,76,119,128,249,1300,0.0
1630539,00,,107,6,1080,163,243,0.670781893004,6,26,0.230769230769,45,66,0.681818181818,80,179,259,44,33,55,55,123,377,0.0
1631303,00,,57,1,570,37,118,0.313559322033,17,71,0.239436619718,5,12,0.416666666666,38,43,81,32,17,16,18,56,96,0.0
1630575,00,,2,0,6,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,1,1,0,0,0,1,0.0
1630787,00,0,3,0,46.0,5,14,0.357142,2,6,0.333333,2,2,1.0,6,9,15,3,0,1,0,7,14,
1630208,00,,257,108,4662,726,1135,0.639647577092,1,5,0.2,425,576,0.737847222222,505,1013,1518,156,60,221,240,529,1878,0.0
1630284,00,,36,0,463,49,110,0.445454545454,16,43,0.372093023255,31,41,0.756097560975,28,44,72,17,17,5,22,56,145,0.0
1631169,00,,93,0,463,79,162,0.487654320987,20,59,0.338983050847,37,41,0.90243902439,21,68,89,31,24,23,16,54,215,0.0
1629621,00,,4,0,27,3,12,0.25,2,6,0.333333333333,3,4,0.75,1,6,7,1,0,1,3,4,11,0.0
1631111,00,,90,3,726,86,187,0.459893048128,16,64,0.25,22,27,0.814814814814,34,91,125,66,33,11,39,49,210,0.0
1629126,00,,73,0,602,76,209,0.363636363636,18,81,0.222222222222,16,26,0.615384615384,11,74,85,26,13,18,28,65,186,0.0
1628968,00,,12,1,45,4,14,0.285714285714,0,3,0.0,1,1,1.0,1,9,10,0,0,1,1,4,9,0.0
1628982,00,,32,0,289,35,103,0.339805825242,9,43,0.209302325581,8,15,0.533333333333,10,18,28,5,11,2,9,25,87,0.0
1630762,00,,5,0,44,3,21,0.142857142857,0,10,0.0,2,2,1.0,2,6,8,2,1,2,1,1,8,0.0
201958,00,,182,54,2895,502,1143,0.439195100612,129,397,0.324937027707,153,189,0.809523809523,47,291,338,374,124,52,204,312,1286,0.0
101223,00,0,19,0,118.0,6,18,0.333333,0,0,0.0,4,4,1.0,0,14,14,24,4,1,11,13,16,
101153,00,,145,27,2347,263,560,0.469642857142,43,136,0.316176470588,101,124,0.814516129032,107,223,330,115,50,35,92,186,670,0.0
201963,00,,51,18,1049,136,331,0.41087613293,26,94,0.27659574468,22,36,0.611111111111,31,106,137,40,37,33,50,85,320,0.0
201616,00,,138,4,1037,123,274,0.448905109489,4,17,0.235294117647,58,90,0.644444444444,90,113,203,26,24,11,50,159,308,0.0
2758,00,,189,33,2687,374,706,0.529745042492,0,0,0.0,201,383,0.524804177545,184,365,549,47,64,185,216,538,949,0.0
200814,00,,109,15,1339,186,411,0.452554744525,23,71,0.323943661971,116,142,0.81690140845,42,105,147,53,68,1,71,102,511,0.0
101214,00,,90,7,1153,127,344,0.369186046511,45,144,0.3125,41,57,0.719298245614,24,109,133,56,22,8,35,109,340,0.0
201980,00,,832,709,20898,2546,6047,0.421035224078,1577,3946,0.399645210339,535,665,0.804511278195,501,2326,2827,1277,853,634,825,1454,7204,0.0
1631159,00,,30,0,84,19,35,0.542857142857,2,10,0.2,9,10,0.9,8,23,31,8,4,2,3,7,49,0.0
1642399,00,,2,0,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,0.0
1642265,00,,49,1,515,93,211,0.440758293838,25,74,0.337837837837,8,15,0.533333333333,12,38,50,98,20,1,53,37,219,0.0
1630580,00,,38,0,254,23,70,0.328571428571,17,55,0.30909090909,7,13,0.538461538461,4,14,18,12,4,3,3,17,70,0.0
1641740,00,,40,4,522,56,120,0.466666666666,22,51,0.431372549019,29,37,0.783783783783,26,27,53,26,36,2,8,61,163,0.0
200806,00,,30,0,170,19,52,0.365384615384,6,16,0.375,7,11,0.636363636363,11,20,31,6,3,1,15,22,51,0.0
2852,00,,60,1,405,58,140,0.414285714285,4,16,0.25,23,45,0.511111111111,43,38,81,21,10,2,15,66,143,0.0
101230,00,,12,0,81,6,25,0.24,1,3,0.333333333333,5,8,0.625,3,10,13,2,2,3,8,13,18,0.0
201196,00,,691,146,16117,2406,5539,0.434374435818,208,658,0.316109422492,2121,2681,0.791122715404,339,1501,1840,2807,472,52,1173,942,7141,0.0
2873,00,,53,0,528,51,151,0.33774834437,31,102,0.303921568627,11,13,0.846153846153,12,40,52,26,25,2,19,52,144,0.0
988,00,,203,19,2685,304,749,0.405874499332,34,97,0.350515463917,131,170,0.770588235294,74,208,282,415,121,31,223,297,773,0.0
2696,00,,41,0,431,61,141,0.432624113475,18,52,0.346153846153,27,32,0.84375,2,25,27,53,17,1,18,32,167,0.0
200840,00,0,5,0,12.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,
2839,00,0,33,2,267.0,22,39,0.564102,0,0,0.0,10,20,0.5,29,47,76,5,4,7,14,48,54,
200837,00,,2,0,12,1,4,0.25,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,1,2,0.0
201187,00,,342,84,5349,388,927,0.418554476806,3,16,0.1875,160,243,0.658436213991,344,825,1169,422,154,184,242,501,939,0.0
201156,00,,720,201,16419,2894,6920,0.418208092485,1039,2764,0.375904486251,1367,1636,0.835574572127,260,1167,1427,687,394,135,711,1316,8194,0.0
200838,00,0,6,0,100.0,12,27,0.444444,1,2,0.5,6,9,0.666666,7,8,15,5,3,3,4,12,31,
200762,00,,111,5,1044,160,414,0.386473429951,45,155,0.290322580645,73,92,0.793478260869,88,178,266,20,21,22,59,119,438,0.0
1630624,00,,2,0,8,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,1,1,0,1,1,0,0.0
1630207,00,,38,0,170,26,69,0.376811594202,11,33,0.333333333333,11,15,0.733333333333,8,23,31,18,10,4,9,19,74,0.0
1630637,00,,12,0,79,7,24,0.291666666666,3,7,0.428571428571,7,10,0.7,2,6,8,11,3,0,5,2,24,0.0
1630182,00,,291,129,6415,736,1526,0.482306684141,269,707,0.380480905233,200,291,0.687285223367,231,546,777,448,224,46,263,578,1941,0.0
1629745,00,,3,0,15,1,5,0.2,0,2,0.0,2,2,1.0,2,1,3,0,1,0,0,1,4,0.0
1630179,00,,13,0,59,6,17,0.35294117647,0,7,0.0,1,3,0.333333333333,0,6,6,6,5,0,2,3,13,0.0
1629663,00,,27,1,279,48,115,0.417391304347,20,57,0.350877192982,13,20,0.65,8,36,44,25,12,4,8,37,129,0.0
1629002,00,,260,38,3565,589,1191,0.494542401343,107,359,0.298050139275,237,301,0.787375415282,174,734,908,197,139,95,199,325,1522,0.0
1630558,00,,301,69,6651,902,2041,0.441940225379,305,886,0.344243792325,169,242,0.698347107438,103,430,533,995,188,58,347,523,2278,0.0
1629150,00,0,6,0,41.0,4,12,0.333333,0,0,0.0,2,4,0.5,11,11,22,4,4,0,7,8,10,
1630648,00,,6,0,36,2,13,0.153846153846,2,7,0.285714285714,2,2,1.0,2,6,8,1,2,0,1,1,8,0.0
1630218,00,,25,0,87,10,36,0.277777777777,2,10,0.2,5,10,0.5,9,18,27,5,1,4,2,7,27,0.0
1629140,00,,39,6,551,84,144,0.583333333333,0,4,0.0,34,61,0.55737704918,72,91,163,21,9,15,21,78,202,0.0
1629004,00,,331,69,5387,763,1897,0.40221402214,444,1232,0.360389610389,199,260,0.765384615384,118,471,589,462,177,33,290,314,2169,0.0
1627784,00,,16,0,167,23,56,0.410714285714,6,18,0.333333333333,7,9,0.777777777777,10,18,28,9,3,4,3,10,59,0.0
1627856,00,,4,0,32,2,4,0.5,0,0,0.0,0,0,0.0,1,8,9,2,2,2,1,7,4,0.0
1628971,00,,457,268,11375,1580,3322,0.475617098133,283,841,0.336504161712,602,784,0.767857142857,476,1453,1929,1117,418,223,504,1070,4045,0.0
1629017,00,,39,2,409,59,152,0.388157894736,24,76,0.315789473684,18,24,0.75,12,27,39,36,19,11,13,39,160,0.0
203805,00,0,8,0,69.0,5,19,0.263157,2,9,0.222222,3,6,0.5,1,4,5,8,6,1,4,10,15,
1629686,00,,23,0,159,15,50,0.3,11,35,0.314285714285,3,6,0.5,0,35,35,6,5,1,5,13,44,0.0
1629635,00,,96,30,1639,204,526,0.387832699619,55,215,0.255813953488,79,114,0.69298245614,61,206,267,66,47,19,81,175,542,0.0
203263,00,,37,0,314,32,93,0.344086021505,20,62,0.322580645161,11,15,0.733333333333,3,30,33,18,7,2,10,22,95,0.0
1628432,00,,122,7,1299,136,333,0.408408408408,67,174,0.385057471264,34,51,0.666666666666,28,184,212,92,50,15,47,122,373,0.0
204037,00,,68,1,899,109,281,0.387900355871,28,77,0.363636363636,28,34,0.823529411764,31,113,144,47,19,16,41,85,274,0.0
1629346,00,,29,1,222,31,67,0.462686567164,7,23,0.304347826086,18,25,0.72,16,27,43,17,6,9,16,25,87,0.0
1629673,00,,412,249,11349,2343,5555,0.421782178217,1015,2944,0.344769021739,1241,1412,0.878895184135,153,957,1110,1552,356,115,956,1045,6942,0.0
1628980,00,,59,2,621,63,187,0.336898395721,17,54,0.314814814814,25,30,0.833333333333,15,51,66,54,16,15,36,69,168,0.0
1629065,00,,45,12,1015,134,321,0.417445482866,33,107,0.308411214953,34,41,0.829268292682,24,97,121,131,44,10,70,102,335,0.0
1629308,00,,202,37,3126,332,662,0.501510574018,82,249,0.329317269076,84,130,0.646153846153,98,503,601,372,119,59,181,347,830,0.0
1629102,00,,14,2,214,28,60,0.466666666666,11,29,0.379310344827,4,6,0.666666666666,3,13,16,10,8,3,12,19,71,0.0
1627781,00,,70,4,624,67,187,0.358288770053,28,93,0.301075268817,36,46,0.782608695652,10,60,70,24,16,2,26,63,198,0.0
202690,00,,241,7,3211,524,1282,0.408736349453,193,519,0.371868978805,197,224,0.879464285714,53,190,243,331,94,11,223,222,1438,0.0
1629672,00,,158,31,3085,580,1173,0.494458653026,95,291,0.326460481099,297,392,0.757653061224,140,369,509,214,53,25,164,244,1552,0.0
1629668,00,0,5,0,41.0,3,12,0.25,3,8,0.375,1,1,1.0,0,6,6,3,2,0,3,4,10,
1626202,00,,127,1,1076,168,427,0.39344262295,40,135,0.296296296296,53,69,0.768115942028,19,111,130,119,33,1,64,74,429,0.0
1629659,00,,305,55,5942,1036,2426,0.427040395713,249,833,0.298919567827,488,633,0.77093206951,145,655,800,852,237,110,424,546,2809,0.0
200822,00,,61,0,508,64,156,0.410256410256,0,2,0.0,53,90,0.588888888888,83,97,180,11,14,14,40,82,181,0.0
2205,00,,601,93,8405,503,1177,0.427357689039,1,6,0.166666666666,178,381,0.467191601049,834,1385,2219,270,227,630,355,1219,1185,0.0
200826,00,,831,108,16286,2832,6685,0.423635003739,819,2330,0.351502145922,932,1174,0.793867120954,253,1495,1748,3270,331,24,1264,1168,7415,0.0
101188,00,,19,0,141,15,37,0.405405405405,1,7,0.142857142857,8,10,0.8,7,21,28,8,9,2,9,17,39,0.0
